,inferred habitual tendency,true habitual tendency,subject,inferred policy rate,true policy rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
28,6.2794514,5.6051936,28,0.36263373,0.42319053,3.8451838,3.9734669,0.5952301,0.9745519
29,4.9727483,2.6130114,29,0.55904055,0.1804583,4.453712,4.584988,0.61859876,0.87121177
30,3.6090004,2.2782595,30,0.5922252,0.26246446,5.793607,4.375654,0.60252726,0.6616364
31,3.3400586,1.0759804,31,0.6262326,0.58045423,6.3089256,5.9807444,0.5228195,0.81690603
32,3.4149058,4.1049604,32,0.6253038,0.74960095,6.2863455,4.155041,0.53808004,0.35682106
33,5.167343,3.519094,33,0.55774844,0.28578365,4.3360734,3.559202,0.58161473,0.25722802
34,3.4324176,1.9484202,34,0.6263512,0.84102815,6.324698,5.6769753,0.5115265,0.31215996
35,6.0771456,3.8661137,35,0.3576806,0.1299724,3.968069,4.532405,0.606979,0.92128456
36,3.5000184,2.79529,36,0.62593335,0.7629917,6.3366866,2.8085158,0.63532937,0.96389145
37,5.7040715,4.5778475,37,0.50375324,0.32747918,4.35234,3.444141,0.5232086,0.12446219
38,6.1172857,2.7621458,38,0.38270724,0.060559988,3.9065201,3.767038,0.587942,0.5739554
39,3.340592,3.3544068,39,0.6280253,0.9283528,6.2695312,4.039837,0.58059657,0.8602833
40,3.5641866,5.108617,40,0.6092549,0.29503423,6.1215196,5.872895,0.5856603,0.20684087
41,3.4540215,2.1665564,41,0.61649865,0.7952957,6.089284,1.1978058,0.5678379,0.14275426
42,3.4920478,4.952848,42,0.61747605,0.9418244,5.929871,3.5102267,0.6028928,0.78440464
43,5.2054825,4.085023,43,0.5661366,0.50957835,3.6504805,2.4419117,0.6135401,0.98438615
44,5.7353888,2.1099,44,0.5148424,0.06866509,4.129389,3.3177493,0.59497315,0.70316523
45,6.2964754,5.9677105,45,0.38209707,0.43275487,3.881923,2.0527062,0.57321775,0.2533654
46,3.6446953,5.695236,46,0.59699094,0.74544114,5.771888,4.8676057,0.5638372,0.28371114
47,3.3345325,1.7145844,47,0.6202474,0.8784255,6.2449403,4.0458784,0.5548762,0.23857534
48,3.4234939,3.930126,48,0.61693776,0.7020432,6.2730584,4.396438,0.5169149,0.3887576
49,4.845362,3.852863,49,0.57406944,0.35485935,4.576906,4.2230988,0.59469795,0.40343153
50,3.4277341,2.5549746,50,0.61823493,0.40725338,6.380097,5.606156,0.47998884,0.14237487
51,4.993194,5.2964587,51,0.5665039,0.36409825,4.372807,4.6341877,0.5498346,0.08021778
52,5.8743963,5.1341157,52,0.4595741,0.11331922,3.6306174,3.6817608,0.5844093,0.69993526
53,5.1335506,5.221525,53,0.594351,0.7083712,3.9258077,2.440647,0.59912306,0.34664232
54,3.389303,1.2703879,54,0.6273153,0.7055938,6.4846277,4.8059597,0.51206976,0.5358221
55,4.722226,4.522361,55,0.5564,0.36099285,4.878359,5.9135127,0.5660194,0.42715943
56,5.3049603,5.707842,56,0.56850266,0.54828227,4.2171903,5.3311777,0.59119165,0.48460138
57,5.557125,5.9116025,57,0.4804132,0.62073714,4.4811487,3.7991369,0.5409678,0.4410162
58,3.57602,3.861773,58,0.6241866,0.59390396,5.666099,4.0317,0.6592054,0.8982699
59,6.403158,5.150882,59,0.35241386,0.03206408,3.8528917,5.9337273,0.59525365,0.3290797
60,3.355625,4.328766,60,0.6210326,0.98736995,6.185641,4.292514,0.6070797,0.71618575
61,5.2448535,5.544507,61,0.5199155,0.17710692,3.6046736,3.335208,0.61211854,0.18509334
62,4.619987,5.953297,62,0.5765297,0.9537236,4.7544003,3.0015109,0.59314644,0.25603426
63,3.4052346,1.8646017,63,0.61879945,0.65506023,6.3636413,1.8638817,0.54852,0.30601865
64,3.4124336,1.2914443,64,0.6199059,0.26254946,6.3125978,2.1355944,0.5583065,0.29918855
65,6.33975,4.1770334,65,0.36549467,0.12031472,3.8739848,4.8517427,0.57996976,0.42040312
66,6.2160354,4.966116,66,0.37496036,0.38194168,3.9330084,2.4051495,0.5778571,0.6071719
67,6.39742,3.1291325,67,0.36201465,0.017604947,3.6896234,3.9732323,0.591285,0.8638344
68,4.483006,5.359892,68,0.56491673,0.8848031,4.3031297,3.9186,0.6289577,0.86952096
69,3.6918774,2.3964343,69,0.60767674,0.42503762,5.7249365,2.5676851,0.66798663,0.71526945
70,6.1617236,5.093129,70,0.38984478,0.21852773,3.935228,3.5268292,0.56730884,0.29135096
71,3.5463705,1.4526231,71,0.60249877,0.19904792,5.6775656,1.7606721,0.6299066,0.34154022
72,3.6120782,2.54892,72,0.6146488,0.37419194,6.1025095,4.2753243,0.6276089,0.8512921
73,5.8067026,3.5895252,73,0.47121266,0.18304622,3.825264,2.048419,0.57082784,0.2432093
74,3.4451416,1.1026311,74,0.632198,0.60674685,6.3989472,2.451328,0.54878086,0.68180937
75,3.3941967,1.5410331,75,0.62605214,0.6834761,6.3607717,2.0915217,0.556959,0.72543424
76,5.47631,4.6420856,76,0.5417836,0.5395226,4.13742,2.4292345,0.57237023,0.6222339
77,3.4238832,5.6898108,77,0.62622964,0.6019756,6.177662,4.2912273,0.5771001,0.1494245
78,3.7325687,2.7620788,78,0.6060121,0.90642965,5.8126535,1.0436225,0.6381059,0.25841355
79,5.5845127,5.3065047,79,0.58070874,0.8782241,3.915506,1.0045824,0.5888007,0.43066782
80,3.7625868,4.457896,80,0.5747711,0.70905095,5.3401914,3.7453115,0.6070355,0.62912923
81,5.916462,5.19133,81,0.48934376,0.4579231,4.067981,4.185504,0.5631665,0.7539551
82,3.4502585,1.0796714,82,0.62485474,0.74115044,6.3878117,5.722631,0.5384805,0.050266206
83,5.202837,3.284738,83,0.53941774,0.28182107,3.8994863,2.0696497,0.62788343,0.6004253
84,3.6553771,3.4638648,84,0.58878,0.7368234,5.380708,1.2895015,0.61927676,0.15530026
85,3.3556523,2.117798,85,0.6337892,0.44268602,6.3993573,5.763921,0.6377669,0.7801796
86,3.3882036,3.2556849,86,0.62480795,0.90629816,6.2924666,5.758216,0.49624118,0.45142674
87,3.3806698,5.3150253,87,0.6260737,0.93950003,6.176668,5.4129686,0.52603877,0.278706
88,3.6317832,4.9026623,88,0.6348003,0.9555882,6.269078,4.9533772,0.57356507,0.5523238
89,3.3771036,1.2101305,89,0.6156189,0.2990508,6.440481,5.1542683,0.5155776,0.4633072
90,3.3622205,1.915623,90,0.629338,0.18191463,6.272486,4.758527,0.57253605,0.21340275
91,3.349916,1.2016085,91,0.63185775,0.042015016,6.318423,5.7996507,0.53643537,0.1573391
92,5.3017755,5.34676,92,0.54008424,0.6156161,4.275423,2.8768086,0.53201413,0.24724388
93,5.5633473,5.2862196,93,0.52789056,0.48483288,4.0791984,3.8535728,0.58205676,0.46799123
94,6.119113,4.7991333,94,0.3964695,0.24960595,3.875174,3.5327,0.59694827,0.852252
95,6.1356635,5.3335357,95,0.43459055,0.3726855,3.6915214,2.6709316,0.5986078,0.3219719
96,3.8008125,4.7743864,96,0.5893995,0.81194776,5.672143,4.4269385,0.61871535,0.5121411
97,4.6756454,4.7547884,97,0.58134717,0.5655406,3.8966124,2.8391123,0.6348767,0.46723938
98,4.212113,2.2195647,98,0.57793814,0.18984395,4.7593856,4.6004505,0.6478041,0.8494629
99,3.5075605,5.2888556,99,0.6139889,0.9136604,6.3787813,4.2449865,0.495983,0.22125483
100,6.285857,5.120402,100,0.3717696,0.32787418,4.002944,2.006381,0.5725365,0.85171425
101,4.300101,5.5542235,101,0.57649887,0.8906401,5.051485,4.769375,0.61901504,0.67723036
102,3.521874,2.402012,102,0.6002516,0.7171427,5.986891,1.8077214,0.60891056,0.69034225
103,6.343304,5.0769444,103,0.34790957,0.058021247,3.8069048,4.555991,0.5826604,0.28953785
104,5.7162843,2.7957437,104,0.49698284,0.14193761,3.9966295,4.2126245,0.5838114,0.77688867
105,5.712327,5.879011,105,0.5039058,0.61172366,3.9851315,3.8476903,0.57153857,0.84807354
106,5.5877113,5.777275,106,0.4858979,0.19118422,3.8765385,2.716951,0.6055653,0.6516577
107,3.3595512,2.6100245,107,0.62171227,0.2589994,6.371585,4.559892,0.5665646,0.1484235
108,4.0221686,3.498251,108,0.6011372,0.61158866,4.523696,1.1449263,0.65746045,0.8401166
109,5.1429696,5.7582035,109,0.5482109,0.5691315,3.7976582,2.8608847,0.6196544,0.6039184
110,3.4090452,5.3407235,110,0.6147998,0.9042068,6.2394695,3.3524528,0.5106245,0.13264757
111,4.7593985,3.9074779,111,0.5752686,0.500295,3.917165,3.4087682,0.6313051,0.79179573
112,5.459682,4.0866413,112,0.6003584,0.59167194,4.109503,1.3878274,0.62017125,0.87835795
113,3.4663625,3.915529,113,0.6253342,0.7549421,6.4148145,3.1129587,0.5335809,0.11091375
114,6.3916416,4.6675677,114,0.38359153,0.1877873,3.9453487,3.1585402,0.57147884,0.1271792
115,3.4117506,2.6455986,115,0.59963876,0.18351191,6.0139537,5.041882,0.54231787,0.15170908
116,4.4333224,2.5882688,116,0.5843382,0.24034357,4.2750945,2.044846,0.64637536,0.27976602
117,3.339961,5.220109,117,0.6215643,0.76237416,6.3802886,5.83554,0.5309924,0.11550361
118,4.525838,5.0905128,118,0.58012885,0.7570912,4.392217,4.080517,0.64947194,0.7527867
119,6.464304,5.931492,119,0.35802698,0.24419165,3.8746698,4.292879,0.60211414,0.30210632
120,3.508748,3.592854,120,0.6154906,0.7750041,6.0881004,4.1691637,0.5730612,0.53468174
121,4.498947,4.0653605,121,0.591752,0.75471324,3.734083,1.0793147,0.62800103,0.13674241
122,3.4156072,2.0849497,122,0.6185993,0.73896825,6.1902843,2.2746942,0.59572434,0.8006344
123,6.4157677,5.256042,123,0.35653016,0.031473696,3.8584855,5.2363443,0.5839773,0.43482113
124,3.5701613,2.4760103,124,0.603032,0.10707438,6.0350256,4.516736,0.6897653,0.7856959
125,5.2594423,5.8872995,125,0.54195607,0.624099,3.9194298,5.7580576,0.61031705,0.8097596
126,3.3613734,2.734941,126,0.6336781,0.47105604,6.400139,4.3622837,0.54984754,0.118989885
127,5.3509455,3.4071712,127,0.5502018,0.3666188,4.211143,2.5599086,0.5998894,0.5483308
128,3.4618149,2.5411181,128,0.6079087,0.17925072,6.3636036,4.7185054,0.5922583,0.028178155
129,4.81962,4.563453,129,0.56955373,0.8039498,3.793902,1.4927375,0.6491005,0.8142955
130,3.4200494,4.4132204,130,0.6436701,0.8378934,6.300874,3.3463142,0.5278021,0.025323927
131,3.645084,2.2193694,131,0.6119986,0.09725213,5.941917,5.150574,0.6206372,0.6080912
132,4.3409963,3.7185903,132,0.58509266,0.7106992,4.251998,1.0760808,0.6700799,0.53564894
133,3.4719691,3.630322,133,0.63664967,0.5643231,6.1776876,3.837005,0.5415984,0.426202
134,3.4210296,1.8191433,134,0.61486113,0.67103505,6.2807736,3.623893,0.49837396,0.78116363
135,6.114533,5.660039,135,0.43578413,0.5395182,3.8802364,2.2183049,0.5852449,0.8865178
136,4.452426,4.0720634,136,0.58274,0.7949251,4.654611,2.1298716,0.62184924,0.36867034
137,3.4642239,1.5690765,137,0.64130425,0.9123259,6.357622,2.510579,0.52834344,0.6327261
138,5.7012463,3.7272053,138,0.52101266,0.3178416,4.1596966,3.0146248,0.5998089,0.5504833
139,5.3253045,5.2702503,139,0.48035613,0.047738373,3.9256372,5.427056,0.58922386,0.050105274
140,3.4646378,2.8682315,140,0.6239421,0.5697402,6.5186768,3.5902102,0.51826894,0.3339579
141,5.7558503,3.4085703,141,0.5193048,0.22192281,4.206757,2.3528457,0.5678175,0.025122166
142,3.4219275,2.238805,142,0.62711895,0.8857864,6.460389,4.2925425,0.56123155,0.07083458
143,6.4350066,5.415571,143,0.36594382,0.24509466,3.7650216,1.6931019,0.59739566,0.35514015
144,5.320512,5.0117655,144,0.52913797,0.036637425,3.7945347,3.9058912,0.60081166,0.28321624
145,3.413018,3.1356282,145,0.6039959,0.92431897,6.0742855,2.8240757,0.55072373,0.7968561
146,3.9206855,4.595543,146,0.6116594,0.6634513,5.511214,2.979919,0.67006993,0.5437585
147,3.6337397,2.5359354,147,0.6240595,0.66999924,5.998896,1.6122985,0.6182271,0.41653574
148,3.4989638,3.2201953,148,0.6162375,0.5119963,6.344691,4.9723377,0.536863,0.49877727
149,6.347048,4.4568567,149,0.38028133,0.3336696,3.810184,1.8028963,0.59099084,0.99045426
150,3.3644567,3.3502903,150,0.6136484,0.9604548,6.1649227,3.8822458,0.5554854,0.98540634
151,5.7166953,5.1018643,151,0.46776593,0.17627311,4.0041904,3.8229933,0.56070083,0.05461234
152,4.401335,3.6074347,152,0.5851924,0.36204475,4.5959435,4.1669083,0.6718635,0.64050937
153,3.3570485,1.1806724,153,0.6326329,0.35685664,6.42582,4.1682777,0.565321,0.50468904
154,3.3773441,2.2074828,154,0.6221573,0.6943367,6.349871,5.2563972,0.528817,0.61511326
155,3.7533858,2.5802226,155,0.60853946,0.3823486,5.75228,2.0023804,0.6247181,0.3057657
156,3.561543,1.7728043,156,0.6261138,0.22346431,6.3142676,3.3423395,0.5454376,0.06588036
157,3.4122055,4.7917275,157,0.62264013,0.92563045,6.350581,4.868683,0.5188304,0.072102726
158,5.9783564,4.0340996,158,0.41689676,0.32661217,4.194302,2.0913725,0.5834998,0.74255824
159,5.1414833,5.2461057,159,0.5788617,0.6171177,4.1313634,3.5516021,0.59702146,0.49620306
160,4.527211,2.9881818,160,0.5849882,0.25290096,4.5132294,3.7309597,0.65990835,0.8147074
161,3.372207,2.9089541,161,0.6277341,0.8356551,6.4354825,4.109959,0.543776,0.48691285
162,5.2862644,3.355549,162,0.5546891,0.27081066,4.3120356,4.0349207,0.582395,0.5522021
163,4.9766483,5.6674023,163,0.57869244,0.74386925,3.8329382,3.7505918,0.6331227,0.93951845
164,6.2526255,5.799246,164,0.4063624,0.43119156,3.7551181,2.3015318,0.5904094,0.20692104
165,3.6536303,2.7881372,165,0.62033397,0.7580596,6.0887246,1.4551786,0.57844496,0.5755194
166,6.325659,2.4533582,166,0.37355313,0.045669377,3.9230468,1.9415581,0.59571826,0.42718512
167,3.432621,2.084405,167,0.61989313,0.47996503,6.228441,4.85915,0.6017479,0.932047
168,3.4022286,1.5130515,168,0.6229323,0.37488902,6.3682904,3.5109217,0.591358,0.68392974
169,3.4183724,4.1438313,169,0.60375357,0.8062965,6.085443,2.9281454,0.5537789,0.30534154
170,3.3687773,1.7876325,170,0.62013865,0.74557924,6.2736015,4.4712048,0.5250201,0.76172775
171,3.4454648,1.7851253,171,0.6060577,0.5116746,6.252582,5.6543684,0.5381665,0.006093681
172,3.3958144,2.4702744,172,0.63121694,0.80050474,6.58468,4.8383956,0.5980779,0.102041125
173,3.645592,2.929583,173,0.6282665,0.9294866,6.259409,2.1003616,0.57747996,0.83713883
174,6.2409716,4.0475187,174,0.39187488,0.19432098,3.7827575,1.012835,0.5786966,0.13541079
175,3.3440738,1.5286115,175,0.6180445,0.15352559,6.258327,4.3012867,0.6073969,0.25651646
176,3.3627853,1.7760328,176,0.6359209,0.15811175,6.123632,4.1018033,0.568645,0.059264243
177,3.3696578,1.1196787,177,0.60897654,0.32550335,6.336045,4.052215,0.560354,0.66594464
178,4.888464,4.4272213,178,0.5812584,0.93668574,4.510903,1.065371,0.6379635,0.9527744
179,5.811623,5.3237834,179,0.5155603,0.59552217,3.9475348,2.5289025,0.5877732,0.6890602
180,3.565749,2.151475,180,0.5969398,0.06457573,5.85337,5.7765636,0.6437264,0.8930214
181,3.5709305,1.9674511,181,0.6036078,0.018716276,6.096456,5.0905857,0.65429294,0.8035513
182,3.3658705,5.2262125,182,0.62764645,0.93114585,6.34929,3.9897156,0.52938,0.19142985
183,3.4143364,1.9395719,183,0.62801045,0.8385769,6.3573194,4.3372602,0.55792665,0.19118679
184,6.393658,3.3865356,184,0.361159,0.027706265,3.8237853,1.9515262,0.5836577,0.030792177
185,6.2952566,5.518189,185,0.36025822,0.10244435,3.77758,2.2138104,0.5891938,0.2515639
186,3.824039,2.5500214,186,0.5981452,0.074386895,5.599211,5.546683,0.6415006,0.63174576
187,3.382422,3.0700922,187,0.6353428,0.54126024,6.386664,3.595963,0.5714818,0.2359032
